age,experience_years,daily_work_hours,sleep_hours,caffeine_intake,bugs_per_day,commits_per_day,meetings_per_day,screen_time,exercise_hours,stress_level,burnout_level
43.0,2.0,6.57,4.21,3.0,3.0,18.0,4.0,10.07,0.58,32.79,Low
31.0,9.0,6.66,6.07,6.0,,19.0,4.0,10.54,1.38,45.98,Medium
30.0,18.0,8.04,7.8,4.0,5.0,2.0,7.0,9.36,0.21,46.65,Medium
36.0,4.0,11.02,8.37,6.0,1.0,22.0,9.0,12.19,0.23,69.91,Medium
23.0,6.0,4.39,4.49,7.0,19.0,29.0,4.0,8.59,1.29,66.77,Medium
34.0,13.0,13.57,6.62,3.0,12.0,5.0,9.0,17.42,0.17,82.59,High
44.0,2.0,4.46,5.32,2.0,14.0,17.0,6.0,8.79,0.31,33.49,Low
28.0,12.0,12.81,5.87,2.0,4.0,26.0,9.0,16.52,1.25,66.89,Medium
40.0,12.0,12.94,8.67,1.0,18.0,14.0,7.0,16.94,0.88,74.77,High
39.0,9.0,9.24,5.76,7.0,5.0,13.0,7.0,11.76,1.12,53.54,Medium
38.0,1.0,5.37,5.83,3.0,16.0,23.0,2.0,8.73,1.95,33.17,Low
38.0,5.0,9.65,5.05,6.0,0.0,20.0,3.0,13.87,1.26,48.67,Medium
31.0,7.0,10.29,8.8,4.0,1.0,21.0,7.0,11.98,1.18,38.59,Medium
24.0,3.0,12.58,6.28,6.0,0.0,7.0,4.0,15.27,0.76,46.13,Medium
29.0,11.0,9.51,6.85,2.0,7.0,10.0,0.0,13.47,1.26,22.68,Low
36.0,14.0,8.11,6.27,7.0,3.0,10.0,6.0,11.24,0.03,57.76,Medium
24.0,7.0,12.38,5.26,1.0,17.0,11.0,2.0,16.11,1.11,76.2,High
41.0,6.0,13.81,8.05,6.0,8.0,15.0,1.0,15.98,0.14,60.03,Medium
35.0,13.0,10.45,4.14,4.0,14.0,,9.0,11.58,0.44,100.0,High
26.0,18.0,12.74,7.45,,15.0,26.0,4.0,13.86,1.13,86.32,High
28.0,13.0,9.99,6.97,6.0,2.0,2.0,0.0,14.76,1.34,39.03,Medium
22.0,12.0,10.9,4.72,4.0,0.0,1.0,8.0,15.68,0.77,62.76,Medium
34.0,0.0,10.88,4.83,0.0,12.0,2.0,9.0,12.73,0.84,72.88,High
35.0,18.0,11.05,7.3,2.0,13.0,7.0,4.0,12.64,1.0,60.8,Medium
37.0,0.0,7.21,5.56,0.0,5.0,19.0,5.0,8.28,1.52,24.11,Low
33.0,3.0,9.76,5.33,0.0,4.0,7.0,6.0,11.69,0.04,26.95,Low
22.0,9.0,9.94,4.3,2.0,4.0,3.0,8.0,12.28,0.89,61.69,Medium
31.0,2.0,7.15,7.83,3.0,3.0,22.0,4.0,9.11,0.03,6.79,Low
28.0,19.0,7.5,8.41,5.0,11.0,12.0,3.0,11.69,0.64,34.4,Low
26.0,8.0,11.62,,1.0,13.0,21.0,2.0,15.62,1.04,48.67,Medium
28.0,2.0,9.83,6.33,7.0,,25.0,,11.15,0.16,90.48,High
32.0,5.0,5.49,6.67,6.0,10.0,16.0,9.0,9.28,0.97,43.06,Medium
37.0,5.0,12.38,5.21,7.0,9.0,28.0,9.0,15.46,1.85,93.14,High
24.0,11.0,12.83,4.86,5.0,9.0,26.0,2.0,14.36,1.37,68.7,Medium
32.0,0.0,8.66,8.12,5.0,8.0,23.0,4.0,12.62,1.56,45.63,Medium
23.0,15.0,6.09,7.99,5.0,1.0,21.0,7.0,7.43,1.16,19.06,Low
21.0,4.0,13.48,7.89,5.0,13.0,,1.0,15.19,1.79,50.1,Medium
35.0,8.0,12.82,6.32,2.0,6.0,4.0,3.0,14.42,0.29,63.44,Medium
28.0,9.0,6.44,8.32,5.0,16.0,11.0,7.0,11.2,0.9,57.59,Medium
28.0,12.0,,8.63,1.0,19.0,1.0,4.0,8.75,1.19,38.21,Medium
25.0,14.0,8.41,5.64,6.0,7.0,9.0,7.0,11.06,1.75,54.74,Medium
30.0,11.0,10.76,5.12,3.0,19.0,6.0,5.0,15.05,0.62,85.66,High
41.0,4.0,5.75,6.32,2.0,3.0,14.0,0.0,7.61,0.0,21.51,Low
43.0,4.0,9.13,4.9,5.0,4.0,26.0,4.0,13.85,1.95,53.43,Medium
41.0,17.0,8.25,8.42,4.0,12.0,25.0,9.0,12.04,0.05,58.28,Medium
20.0,11.0,12.91,5.69,6.0,6.0,21.0,1.0,16.15,0.3,65.81,Medium
23.0,2.0,8.3,6.88,2.0,5.0,6.0,6.0,12.48,0.84,29.76,Low
,6.0,9.34,6.97,3.0,16.0,14.0,9.0,12.92,0.99,84.55,High
42.0,16.0,13.55,6.57,5.0,5.0,15.0,3.0,18.1,1.67,66.74,Medium
32.0,18.0,7.0,4.78,0.0,18.0,21.0,1.0,11.32,0.9,64.54,Medium
32.0,17.0,6.89,8.96,2.0,2.0,25.0,0.0,8.68,1.09,8.53,Low
21.0,0.0,12.0,4.86,6.0,8.0,0.0,4.0,13.96,0.4,80.35,High
28.0,4.0,6.78,7.76,6.0,14.0,14.0,9.0,8.04,1.14,89.95,High
43.0,1.0,12.32,7.96,4.0,7.0,2.0,7.0,14.2,0.7,72.73,High
27.0,0.0,4.96,4.73,6.0,14.0,9.0,7.0,7.33,0.2,71.44,High
26.0,6.0,5.11,8.67,2.0,0.0,15.0,9.0,6.23,1.89,0.0,Low
23.0,10.0,13.01,6.44,0.0,7.0,1.0,1.0,,0.16,63.61,Medium
37.0,10.0,9.41,7.14,2.0,3.0,16.0,5.0,13.5,1.36,60.86,Medium
22.0,17.0,11.19,7.21,4.0,9.0,0.0,6.0,15.55,1.82,64.88,Medium
25.0,16.0,6.25,6.52,3.0,15.0,3.0,9.0,7.29,0.36,,High
31.0,1.0,5.66,4.71,4.0,17.0,10.0,0.0,6.69,0.47,,Medium
31.0,6.0,12.35,7.76,3.0,3.0,16.0,4.0,13.94,0.85,68.48,Medium
40.0,6.0,7.59,6.91,4.0,7.0,1.0,5.0,12.08,0.59,50.45,Medium
27.0,9.0,8.55,4.59,1.0,3.0,0.0,,11.43,1.52,26.97,Low
41.0,2.0,4.28,7.5,2.0,9.0,28.0,8.0,9.21,0.68,36.29,Medium
,11.0,7.86,7.51,7.0,19.0,27.0,2.0,12.41,1.97,65.18,Medium
20.0,2.0,11.7,6.74,6.0,3.0,27.0,7.0,,1.72,68.92,Medium
23.0,,12.21,4.45,2.0,15.0,5.0,9.0,13.72,1.79,93.78,High
40.0,11.0,10.99,5.76,0.0,11.0,10.0,2.0,13.89,0.13,55.58,Medium
30.0,3.0,10.92,4.25,1.0,9.0,3.0,8.0,15.89,0.35,76.24,High
22.0,15.0,9.06,6.39,0.0,10.0,23.0,7.0,10.66,0.34,57.55,Medium
32.0,19.0,9.38,8.53,2.0,1.0,10.0,8.0,12.68,1.34,37.39,Medium
44.0,17.0,11.43,4.01,0.0,,4.0,4.0,13.81,0.02,88.43,High
36.0,3.0,6.47,5.33,3.0,18.0,29.0,8.0,9.02,1.61,72.74,High
41.0,5.0,6.32,8.0,1.0,11.0,9.0,2.0,10.88,1.09,19.83,Low
41.0,14.0,13.5,4.05,6.0,3.0,4.0,6.0,16.85,,69.76,Medium
29.0,0.0,4.28,4.05,4.0,16.0,26.0,2.0,8.32,1.07,49.63,Medium
40.0,2.0,5.39,7.05,3.0,11.0,26.0,5.0,9.08,,33.51,Low
31.0,4.0,9.7,7.95,5.0,15.0,23.0,7.0,12.82,0.4,91.77,High
34.0,16.0,11.38,7.88,4.0,2.0,26.0,1.0,15.55,0.57,46.65,Medium
40.0,13.0,9.38,7.9,0.0,1.0,25.0,7.0,14.26,,36.81,Medium
29.0,8.0,7.55,5.81,2.0,6.0,21.0,0.0,12.42,1.36,16.15,Low
33.0,2.0,13.78,8.41,3.0,5.0,21.0,3.0,17.94,0.54,44.05,Medium
32.0,12.0,11.04,4.06,1.0,0.0,2.0,6.0,13.99,1.61,50.93,Medium
24.0,2.0,12.31,5.56,4.0,14.0,28.0,0.0,13.96,1.62,68.67,Medium
25.0,10.0,4.4,5.69,5.0,11.0,5.0,5.0,5.58,0.55,26.12,
,1.0,6.36,4.83,3.0,12.0,25.0,9.0,8.29,1.12,68.62,Medium
21.0,14.0,7.74,5.68,6.0,7.0,12.0,5.0,10.1,0.7,53.97,Medium
41.0,12.0,5.83,6.93,6.0,8.0,15.0,6.0,7.35,0.38,18.82,Low
36.0,18.0,4.73,6.6,2.0,0.0,,8.0,6.63,1.61,8.64,Low
23.0,15.0,6.25,5.6,1.0,4.0,17.0,6.0,7.58,1.98,19.05,Low
33.0,17.0,9.34,7.75,1.0,6.0,2.0,2.0,12.43,,17.85,Low
29.0,6.0,10.96,7.57,4.0,17.0,5.0,3.0,12.47,1.83,70.24,High
22.0,12.0,11.74,5.4,3.0,7.0,9.0,0.0,15.71,1.28,68.58,Medium
44.0,3.0,4.43,5.62,3.0,9.0,15.0,4.0,6.76,1.13,34.66,Low
22.0,8.0,8.28,5.44,7.0,7.0,24.0,6.0,11.97,0.96,67.16,Medium
34.0,9.0,5.22,4.64,1.0,11.0,12.0,2.0,9.75,0.47,27.43,Low
25.0,8.0,8.31,7.76,6.0,15.0,24.0,5.0,9.65,0.17,71.76,High
36.0,6.0,8.34,4.23,7.0,11.0,23.0,2.0,13.3,0.88,,Medium
31.0,14.0,8.98,4.75,0.0,2.0,23.0,3.0,12.56,1.12,33.31,Low
41.0,7.0,12.93,4.53,1.0,17.0,,4.0,14.14,1.02,,High
39.0,18.0,12.05,8.13,2.0,4.0,26.0,5.0,14.31,1.39,32.0,Low
43.0,10.0,10.37,4.22,3.0,13.0,15.0,5.0,14.91,0.38,89.27,High
30.0,4.0,12.85,7.32,6.0,19.0,10.0,0.0,16.23,0.71,83.03,High
44.0,1.0,10.78,4.22,4.0,15.0,8.0,7.0,12.93,0.83,89.58,High
23.0,9.0,12.19,7.93,7.0,5.0,9.0,2.0,16.95,0.37,75.64,High
25.0,15.0,9.64,8.56,3.0,15.0,10.0,3.0,13.79,1.81,39.95,Medium
20.0,12.0,,6.43,6.0,19.0,28.0,7.0,13.19,1.36,91.13,High
39.0,7.0,11.24,8.02,1.0,13.0,24.0,4.0,15.79,0.18,83.75,High
42.0,8.0,4.2,7.53,2.0,19.0,20.0,5.0,8.28,1.43,44.92,Medium
35.0,10.0,10.9,7.98,0.0,4.0,21.0,0.0,13.05,1.1,13.48,Low
34.0,10.0,13.35,7.83,6.0,13.0,14.0,7.0,16.69,1.05,98.96,High
36.0,15.0,11.14,5.03,6.0,10.0,20.0,4.0,15.51,1.98,,Medium
27.0,9.0,4.37,6.5,3.0,8.0,12.0,0.0,6.09,1.24,5.51,Low
31.0,11.0,7.78,8.8,1.0,19.0,16.0,6.0,9.43,1.79,43.72,Medium
41.0,5.0,12.1,5.72,5.0,6.0,3.0,1.0,13.74,1.83,69.75,Medium
40.0,11.0,13.59,8.85,1.0,4.0,29.0,5.0,15.37,0.2,,Medium
29.0,9.0,7.7,,1.0,14.0,10.0,2.0,9.11,0.02,37.52,Medium
34.0,17.0,12.41,6.31,2.0,12.0,28.0,5.0,16.76,0.87,87.93,High
28.0,17.0,12.64,7.29,7.0,,0.0,8.0,16.91,1.54,70.46,High
21.0,3.0,5.23,8.08,7.0,14.0,27.0,5.0,6.84,1.65,43.22,Medium
24.0,8.0,12.46,5.97,1.0,18.0,0.0,0.0,16.28,1.57,61.77,Medium
25.0,6.0,7.24,4.16,6.0,18.0,2.0,5.0,10.75,0.89,84.17,High
26.0,17.0,9.93,7.54,1.0,9.0,22.0,2.0,12.03,1.5,33.76,Low
,7.0,9.39,8.78,1.0,,14.0,3.0,11.3,1.44,33.52,Low
44.0,10.0,10.63,7.12,7.0,15.0,0.0,3.0,12.63,0.63,75.96,High
20.0,6.0,11.4,4.94,3.0,4.0,22.0,8.0,15.32,0.34,68.95,Medium
42.0,8.0,8.41,5.24,1.0,3.0,25.0,7.0,10.69,1.24,52.31,Medium
26.0,7.0,12.88,8.55,2.0,9.0,29.0,6.0,14.99,1.35,64.12,Medium
39.0,2.0,12.09,,5.0,5.0,25.0,4.0,13.18,1.14,91.88,High
44.0,16.0,11.85,6.74,3.0,10.0,28.0,9.0,16.48,0.43,,High
31.0,1.0,8.58,,7.0,10.0,15.0,3.0,12.59,0.55,75.72,High
35.0,14.0,4.38,5.41,6.0,15.0,16.0,2.0,7.27,1.42,37.66,Medium
35.0,13.0,8.92,5.53,5.0,13.0,8.0,0.0,13.69,1.93,47.62,Medium
30.0,17.0,12.98,5.1,1.0,18.0,4.0,8.0,15.15,1.89,100.0,High
40.0,15.0,5.9,7.96,0.0,3.0,28.0,7.0,9.6,1.04,10.04,Low
23.0,19.0,13.83,5.66,5.0,4.0,5.0,0.0,16.05,1.77,67.55,Medium
,3.0,12.08,5.73,2.0,18.0,14.0,1.0,14.34,0.06,87.11,High
26.0,19.0,11.1,6.27,7.0,16.0,27.0,0.0,15.48,1.72,75.73,High
23.0,5.0,10.77,8.51,0.0,17.0,8.0,0.0,14.92,0.95,58.42,Medium
34.0,5.0,9.87,7.44,2.0,7.0,26.0,8.0,12.05,1.56,59.58,Medium
38.0,10.0,11.21,4.31,6.0,3.0,2.0,4.0,12.54,0.01,75.56,High
28.0,16.0,8.22,4.2,0.0,17.0,18.0,2.0,10.65,1.74,68.76,
30.0,2.0,12.45,6.83,1.0,10.0,20.0,1.0,16.49,1.19,54.04,Medium
27.0,12.0,10.96,8.44,0.0,13.0,12.0,7.0,12.36,0.48,63.85,Medium
20.0,2.0,11.71,5.62,6.0,12.0,12.0,7.0,15.4,0.69,94.46,High
42.0,15.0,11.92,5.24,5.0,15.0,22.0,5.0,16.48,0.4,92.64,High
44.0,14.0,4.92,7.74,7.0,11.0,2.0,1.0,6.64,0.85,37.75,Medium
43.0,10.0,4.56,7.01,0.0,8.0,19.0,0.0,9.01,0.66,,Low
27.0,17.0,12.01,,2.0,6.0,13.0,5.0,13.22,1.07,48.92,Medium
32.0,14.0,6.59,4.75,1.0,9.0,1.0,0.0,10.26,1.63,26.78,Low
41.0,4.0,9.82,4.88,2.0,16.0,24.0,5.0,13.98,1.96,60.15,Medium
23.0,15.0,8.44,5.41,1.0,17.0,9.0,9.0,11.22,0.5,78.96,High
27.0,,4.22,5.03,5.0,6.0,8.0,1.0,6.03,0.21,23.44,Low
22.0,16.0,4.4,8.86,4.0,2.0,12.0,6.0,9.1,0.79,8.71,Low
28.0,8.0,12.27,4.09,3.0,14.0,10.0,9.0,13.35,0.29,100.0,High
21.0,2.0,10.08,7.13,5.0,15.0,1.0,1.0,13.3,1.67,60.12,Medium
21.0,19.0,9.24,6.59,6.0,16.0,15.0,1.0,,1.0,55.84,Medium
32.0,12.0,13.44,5.62,5.0,12.0,4.0,5.0,16.28,1.24,96.59,High
34.0,2.0,5.73,8.44,3.0,2.0,0.0,3.0,8.88,0.3,11.25,Low
42.0,6.0,6.58,7.35,2.0,19.0,7.0,5.0,9.72,1.5,47.68,Medium
31.0,5.0,11.57,8.99,5.0,19.0,21.0,7.0,13.38,1.95,70.96,High
23.0,8.0,11.75,4.84,1.0,4.0,15.0,9.0,15.47,0.96,56.94,Medium
27.0,11.0,8.05,4.44,0.0,8.0,13.0,2.0,9.13,1.92,30.24,Low
28.0,14.0,13.51,4.7,7.0,17.0,25.0,4.0,14.59,0.07,100.0,High
42.0,19.0,13.38,5.35,5.0,10.0,25.0,4.0,16.29,0.07,96.43,High
24.0,2.0,4.12,6.08,3.0,10.0,1.0,9.0,7.29,1.92,19.24,Low
43.0,9.0,5.72,8.31,5.0,15.0,17.0,8.0,7.82,1.4,71.0,High
39.0,0.0,12.2,,2.0,7.0,25.0,6.0,15.41,0.38,65.73,Medium
37.0,18.0,7.35,8.58,7.0,1.0,20.0,8.0,10.41,0.73,34.93,
30.0,18.0,4.95,6.31,2.0,9.0,6.0,7.0,7.35,1.02,33.91,Low
34.0,12.0,11.85,7.24,7.0,5.0,24.0,2.0,15.46,1.41,46.93,Medium
41.0,11.0,8.55,5.32,2.0,3.0,24.0,1.0,13.38,1.68,23.02,Low
,0.0,8.92,4.78,1.0,4.0,11.0,2.0,11.88,0.17,38.25,Medium
36.0,18.0,5.86,8.35,6.0,10.0,14.0,5.0,10.0,1.31,34.83,Low
31.0,15.0,10.61,4.55,6.0,11.0,26.0,9.0,12.6,0.95,100.0,High
26.0,14.0,9.51,7.87,5.0,15.0,21.0,3.0,13.56,1.2,51.72,Medium
29.0,15.0,6.07,6.9,7.0,19.0,1.0,0.0,9.67,1.02,67.99,Medium
44.0,10.0,7.4,8.31,2.0,13.0,21.0,9.0,10.96,0.9,,Medium
44.0,5.0,9.97,7.59,4.0,13.0,16.0,9.0,14.54,0.41,62.91,Medium
29.0,10.0,13.25,5.41,0.0,19.0,26.0,8.0,15.18,0.94,93.6,High
32.0,2.0,13.2,6.87,6.0,19.0,10.0,5.0,15.67,0.38,92.12,High
38.0,14.0,6.88,4.07,2.0,14.0,,0.0,8.21,0.09,49.45,Medium
30.0,0.0,11.36,6.38,6.0,7.0,1.0,2.0,15.26,0.75,72.73,High
32.0,6.0,11.76,4.43,7.0,4.0,27.0,0.0,16.14,0.05,70.97,High
40.0,0.0,12.09,6.14,1.0,8.0,18.0,8.0,14.71,1.13,62.07,Medium
27.0,16.0,9.71,4.55,0.0,15.0,4.0,3.0,12.14,0.14,80.8,High
27.0,8.0,4.11,8.78,0.0,2.0,25.0,1.0,7.74,0.88,0.0,Low
23.0,12.0,11.62,6.62,,11.0,16.0,3.0,12.92,1.96,49.9,Medium
34.0,10.0,5.07,8.57,2.0,6.0,15.0,1.0,7.25,0.02,20.46,Low
30.0,19.0,5.17,4.11,2.0,16.0,27.0,5.0,7.63,0.73,67.04,Medium
30.0,5.0,10.06,7.19,5.0,14.0,25.0,5.0,13.13,1.35,75.94,High
20.0,0.0,13.84,5.53,1.0,14.0,12.0,6.0,16.75,0.32,93.68,High
36.0,6.0,6.43,6.16,4.0,11.0,29.0,8.0,8.26,1.12,55.16,Medium
,11.0,10.46,8.37,5.0,1.0,12.0,8.0,13.62,0.52,40.51,Medium
39.0,19.0,7.04,8.9,4.0,7.0,12.0,3.0,11.74,,28.23,Low
25.0,18.0,12.99,5.23,3.0,4.0,4.0,8.0,14.1,1.79,66.35,Medium
43.0,16.0,9.94,8.74,6.0,2.0,4.0,7.0,13.66,0.41,47.91,Medium
41.0,3.0,6.07,7.44,6.0,0.0,19.0,0.0,9.57,0.75,31.79,Low
44.0,2.0,6.62,8.76,4.0,15.0,18.0,6.0,11.32,0.34,55.59,Medium
34.0,,8.32,6.81,6.0,9.0,6.0,6.0,11.9,0.57,48.42,Medium
28.0,17.0,5.22,8.8,7.0,9.0,10.0,9.0,8.72,0.59,59.38,Medium
33.0,14.0,4.79,8.46,1.0,10.0,22.0,3.0,8.87,0.65,31.29,Low
37.0,7.0,10.8,4.64,7.0,11.0,0.0,6.0,12.87,1.28,97.38,High
36.0,0.0,8.07,5.55,6.0,7.0,6.0,9.0,11.45,1.49,58.93,Medium
37.0,19.0,11.26,5.22,3.0,4.0,2.0,9.0,14.34,1.02,70.21,High
24.0,13.0,5.1,6.86,2.0,8.0,12.0,4.0,7.85,1.22,11.34,Low
39.0,3.0,,8.01,4.0,10.0,2.0,4.0,,1.63,65.9,Medium
,4.0,8.43,7.8,1.0,14.0,5.0,4.0,10.6,2.0,,Medium
28.0,12.0,4.58,7.63,1.0,16.0,21.0,5.0,6.7,0.91,23.13,Low
30.0,14.0,9.45,5.88,2.0,10.0,26.0,,13.35,1.87,72.92,High
43.0,5.0,4.83,4.7,6.0,12.0,28.0,4.0,9.51,0.98,41.66,Medium
41.0,0.0,12.28,5.05,1.0,16.0,14.0,8.0,14.2,1.56,87.45,High
20.0,18.0,10.32,7.71,3.0,6.0,3.0,8.0,11.62,1.15,46.54,Medium
37.0,12.0,9.57,4.74,3.0,8.0,4.0,6.0,14.57,1.77,47.97,Medium
25.0,5.0,5.33,5.11,7.0,17.0,2.0,9.0,9.09,0.9,80.61,High
21.0,14.0,6.87,6.12,5.0,17.0,18.0,2.0,11.42,1.39,45.95,Medium
34.0,15.0,8.93,4.36,0.0,9.0,24.0,3.0,10.51,0.93,34.31,Low
40.0,15.0,10.33,5.06,2.0,11.0,20.0,3.0,14.53,1.71,67.77,Medium
33.0,9.0,5.83,4.75,6.0,17.0,15.0,6.0,10.08,1.99,69.23,Medium
24.0,8.0,4.09,8.76,1.0,8.0,16.0,1.0,5.7,0.49,21.84,Low
25.0,8.0,7.45,4.96,4.0,8.0,8.0,4.0,,0.95,44.93,Medium
25.0,16.0,8.83,8.31,5.0,9.0,25.0,3.0,11.01,0.16,47.51,Medium
41.0,16.0,5.84,4.57,7.0,0.0,21.0,9.0,7.71,0.28,52.64,Medium
37.0,16.0,8.92,8.35,3.0,10.0,8.0,8.0,13.82,1.86,53.3,Medium
33.0,11.0,7.38,,2.0,13.0,13.0,0.0,9.83,1.09,35.96,Medium
29.0,12.0,8.55,8.25,6.0,9.0,26.0,9.0,12.6,0.79,59.59,Medium
,11.0,7.47,8.34,2.0,13.0,22.0,2.0,11.69,1.34,15.27,Low
32.0,13.0,10.28,6.98,6.0,18.0,10.0,5.0,12.82,1.12,83.76,High
22.0,9.0,4.43,8.59,3.0,9.0,,3.0,8.16,0.58,23.64,Low
25.0,18.0,5.71,6.93,7.0,16.0,9.0,2.0,7.14,0.45,47.22,Medium
27.0,1.0,8.33,7.56,0.0,1.0,22.0,5.0,10.92,1.18,47.37,Medium
31.0,3.0,7.56,6.08,2.0,13.0,4.0,2.0,12.43,0.38,42.81,Medium
32.0,18.0,7.92,8.57,1.0,17.0,22.0,6.0,9.59,0.28,51.67,Medium
30.0,6.0,12.04,8.12,4.0,1.0,25.0,0.0,14.58,0.64,38.96,Medium
31.0,14.0,12.86,4.83,4.0,19.0,3.0,8.0,17.02,1.72,100.0,High
20.0,14.0,6.49,6.88,3.0,18.0,10.0,9.0,10.15,0.07,57.84,Medium
36.0,5.0,12.36,8.48,2.0,7.0,26.0,1.0,15.89,1.67,48.5,Medium
35.0,2.0,8.59,7.97,4.0,5.0,5.0,3.0,13.0,1.24,27.31,Low
30.0,5.0,6.74,8.81,2.0,19.0,1.0,5.0,7.86,0.08,67.44,Medium
32.0,15.0,13.85,5.16,3.0,6.0,29.0,5.0,17.93,1.2,79.61,High
37.0,1.0,12.25,5.84,0.0,12.0,25.0,7.0,16.78,0.85,76.29,High
30.0,6.0,13.94,6.54,4.0,1.0,2.0,7.0,15.0,1.68,78.89,High
31.0,10.0,5.68,5.16,1.0,6.0,17.0,3.0,8.92,1.81,16.22,Low
25.0,6.0,5.44,5.97,7.0,0.0,28.0,5.0,7.83,0.57,16.12,Low
28.0,3.0,9.03,6.69,5.0,5.0,25.0,8.0,10.23,1.57,40.91,Medium
35.0,19.0,10.39,4.96,3.0,15.0,17.0,6.0,13.06,0.62,85.44,High
23.0,6.0,5.71,5.28,5.0,7.0,6.0,7.0,9.29,0.59,67.68,Medium
22.0,3.0,12.6,4.62,7.0,12.0,20.0,7.0,17.28,0.39,100.0,High
35.0,11.0,9.32,7.57,7.0,17.0,12.0,1.0,12.8,1.36,68.12,Medium
43.0,4.0,8.11,5.81,0.0,13.0,12.0,6.0,12.54,0.52,61.82,Medium
44.0,18.0,10.02,5.1,1.0,17.0,5.0,2.0,11.51,0.93,62.92,Medium
31.0,4.0,10.35,6.54,5.0,3.0,2.0,6.0,12.19,1.62,34.91,Low
30.0,18.0,4.43,4.34,1.0,14.0,9.0,1.0,9.31,1.58,31.55,Low
24.0,2.0,14.0,8.62,4.0,4.0,20.0,0.0,18.55,,51.01,Medium
44.0,10.0,7.64,5.47,2.0,13.0,4.0,8.0,9.58,0.32,73.27,High
37.0,6.0,4.62,8.43,3.0,15.0,10.0,9.0,8.1,1.17,43.13,Medium
38.0,16.0,12.52,6.49,1.0,14.0,3.0,9.0,14.97,1.83,79.2,High
42.0,8.0,13.93,8.25,7.0,10.0,9.0,0.0,16.8,0.08,63.91,Medium
42.0,8.0,12.16,5.24,4.0,1.0,,0.0,16.6,1.59,35.3,Medium
25.0,9.0,12.52,4.88,7.0,17.0,27.0,2.0,16.46,0.49,95.08,High
41.0,12.0,10.26,8.25,0.0,3.0,12.0,0.0,12.21,1.34,16.03,Low
,14.0,13.22,5.06,6.0,14.0,7.0,6.0,15.48,1.43,100.0,High
25.0,4.0,4.36,7.73,1.0,11.0,5.0,6.0,6.52,1.85,,Low
23.0,2.0,11.67,5.72,0.0,2.0,10.0,7.0,15.79,1.02,55.11,Medium
31.0,7.0,10.71,7.74,3.0,3.0,1.0,1.0,13.67,1.7,28.74,Low
38.0,19.0,4.5,8.54,4.0,15.0,17.0,6.0,9.3,0.09,38.81,Medium
21.0,9.0,9.44,8.91,0.0,5.0,17.0,8.0,13.71,0.84,44.43,Medium
36.0,12.0,9.15,5.8,2.0,1.0,21.0,9.0,10.99,0.88,42.22,Medium
30.0,2.0,10.92,5.84,5.0,8.0,11.0,4.0,15.06,1.08,75.77,High
30.0,7.0,,8.91,0.0,11.0,16.0,9.0,7.8,0.96,36.7,Medium
40.0,8.0,12.05,8.31,0.0,11.0,,2.0,14.06,1.94,50.76,Medium
35.0,11.0,5.39,4.23,7.0,13.0,16.0,8.0,,0.16,72.51,High
21.0,10.0,8.19,6.87,4.0,16.0,3.0,0.0,13.08,0.53,47.53,Medium
21.0,1.0,12.81,4.91,4.0,8.0,28.0,2.0,15.75,1.94,57.49,Medium
42.0,17.0,9.61,8.97,1.0,11.0,16.0,1.0,13.49,0.89,26.39,Low
27.0,8.0,7.8,4.69,5.0,9.0,15.0,1.0,10.71,1.14,30.25,Low
32.0,1.0,4.48,6.8,7.0,10.0,8.0,2.0,6.97,0.16,35.33,Medium
29.0,1.0,10.72,7.33,0.0,1.0,10.0,9.0,14.91,0.57,57.42,Medium
27.0,2.0,13.87,8.69,0.0,15.0,11.0,6.0,18.26,0.08,69.97,Medium
23.0,15.0,13.12,8.24,4.0,0.0,10.0,5.0,14.41,0.28,67.47,Medium
34.0,18.0,11.17,5.23,6.0,0.0,12.0,8.0,13.29,1.27,48.85,Medium
20.0,3.0,5.05,6.86,2.0,1.0,21.0,9.0,8.08,1.53,31.7,Low
30.0,17.0,6.39,8.77,7.0,11.0,29.0,9.0,8.66,1.74,42.71,Medium
26.0,19.0,5.87,7.68,6.0,19.0,7.0,2.0,10.0,0.5,62.92,Medium
36.0,17.0,7.55,7.44,7.0,17.0,13.0,4.0,9.01,0.67,72.27,High
39.0,9.0,6.36,7.77,4.0,11.0,17.0,8.0,10.55,1.14,75.52,High
43.0,10.0,6.44,5.61,2.0,0.0,13.0,2.0,9.91,0.17,12.68,Low
37.0,16.0,10.17,7.65,5.0,10.0,15.0,7.0,12.33,1.61,,Medium
41.0,19.0,7.19,5.16,6.0,1.0,14.0,8.0,9.57,0.97,29.55,Low
41.0,,10.77,6.14,4.0,11.0,21.0,6.0,12.5,1.93,65.58,Medium
31.0,19.0,13.48,,5.0,1.0,19.0,,15.49,0.23,,Medium
28.0,12.0,10.38,4.09,3.0,16.0,6.0,5.0,14.25,0.27,80.02,High
24.0,1.0,11.52,6.07,0.0,5.0,7.0,5.0,14.02,0.7,,Medium
29.0,1.0,11.52,5.33,5.0,15.0,29.0,4.0,15.27,0.41,95.16,High
23.0,13.0,7.31,4.99,2.0,18.0,5.0,6.0,10.37,1.39,73.48,High
24.0,3.0,4.15,8.19,3.0,5.0,28.0,6.0,5.73,1.89,12.14,Low
29.0,16.0,4.55,7.48,2.0,6.0,12.0,6.0,7.55,0.18,17.47,Low
30.0,12.0,6.82,4.56,1.0,18.0,16.0,2.0,10.85,0.48,65.78,Medium
